_id,Reported Date,Suburb - Incident,Postcode - Incident,Offence Level 1 Description,Offence Level 2 Description,Offence Level 3 Description,Offence count
203709,06/04/2024,ELIZABETH VALE,5112,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2
203710,06/04/2024,ELIZABETH VALE,5112,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
203711,06/04/2024,ENFIELD,5085,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
203712,06/04/2024,ENFIELD,5085,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
203713,06/04/2024,ERINDALE,5066,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
203714,06/04/2024,EVANSTON GARDENS,5116,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
203715,06/04/2024,EXETER,5019,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
203716,06/04/2024,EXETER,5019,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
203717,06/04/2024,FINDON,5023,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,2
203718,06/04/2024,FINDON,5023,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,2
203719,06/04/2024,FLINDERS PARK,5025,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
203720,06/04/2024,FULHAM,5024,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
203721,06/04/2024,FULLARTON,5063,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203722,06/04/2024,GAWLER SOUTH,5118,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
203723,06/04/2024,GAWLER SOUTH,5118,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203724,06/04/2024,GAWLER SOUTH,5118,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
203725,06/04/2024,GILLES PLAINS,5086,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
203726,06/04/2024,GILLES PLAINS,5086,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
203727,06/04/2024,GLENELG NORTH,5045,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
203728,06/04/2024,GLEN OSMOND,5064,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
203729,06/04/2024,GREENACRES,5086,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,2
203730,06/04/2024,HAYBOROUGH,5211,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
203731,06/04/2024,HAZELWOOD PARK,5066,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
203732,06/04/2024,HECTORVILLE,5073,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
203733,06/04/2024,HECTORVILLE,5073,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
203734,06/04/2024,HENLEY BEACH,5022,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",1
203735,06/04/2024,HENLEY BEACH,5022,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
203736,06/04/2024,HENLEY BEACH,5022,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
203737,06/04/2024,HENLEY BEACH,5022,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1
203738,06/04/2024,HENLEY BEACH,5022,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,1
203739,06/04/2024,HIGHBURY,5089,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
203740,06/04/2024,HILLBANK,5112,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203741,06/04/2024,HILLBANK,5112,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
203742,06/04/2024,HILLCREST,5086,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,2
203743,06/04/2024,HOLDEN HILL,5088,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
203744,06/04/2024,HOLDEN HILL,5088,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
203745,06/04/2024,INGLE FARM,5098,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203746,06/04/2024,INGLE FARM,5098,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
203747,06/04/2024,KADINA,5554,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1
203748,06/04/2024,KADINA,5554,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
203749,06/04/2024,KALTJITI,0872,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
203750,06/04/2024,KALTJITI,0872,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,4
203751,06/04/2024,KALTJITI,0872,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
203752,06/04/2024,KILBURN,5084,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203753,06/04/2024,KINGSTON SE,5275,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
203754,06/04/2024,KINGSWOOD,5062,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203755,06/04/2024,KLEMZIG,5087,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203756,06/04/2024,KURRALTA PARK,5037,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
203757,06/04/2024,LARGS BAY,5016,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203758,06/04/2024,LARGS NORTH,5016,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
203759,06/04/2024,LARGS NORTH,5016,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
203760,06/04/2024,LIGHTSVIEW,5085,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
203761,06/04/2024,LOXTON,5333,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203762,06/04/2024,MAGILL,5072,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203763,06/04/2024,MAWSON LAKES,5095,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
203764,06/04/2024,MILE END,5031,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
203765,06/04/2024,MITCHELL PARK,5043,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
203766,06/04/2024,MODBURY,5092,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,2
203767,06/04/2024,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
203768,06/04/2024,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2
203769,06/04/2024,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203770,06/04/2024,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
203771,06/04/2024,MOUNT BARKER,5251,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
203772,06/04/2024,MOUNT GAMBIER,5290,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
203773,06/04/2024,MOUNT GAMBIER,5290,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,1
203774,06/04/2024,MOUNT GAMBIER,5290,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,2
203775,06/04/2024,MUNNO PARA,5115,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2
203776,06/04/2024,MUNNO PARA WEST,5115,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
203777,06/04/2024,MURRAY BRIDGE,5253,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,3
203778,06/04/2024,MURRAY BRIDGE,5253,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,2
203779,06/04/2024,MYRTLE BANK,5064,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
203780,06/04/2024,NOARLUNGA CENTRE,5168,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,2
203781,06/04/2024,NOARLUNGA CENTRE,5168,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Assault police,1
203782,06/04/2024,NOARLUNGA DOWNS,5168,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
203783,06/04/2024,NOARLUNGA DOWNS,5168,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2
203784,06/04/2024,NORTH ADELAIDE,5006,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
203785,06/04/2024,NORTH ADELAIDE,5006,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,2
203786,06/04/2024,NORTH ADELAIDE,5006,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
203787,06/04/2024,NORTH ADELAIDE,5006,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,1
203788,06/04/2024,NORTHFIELD,5085,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2
203789,06/04/2024,NORWOOD,5067,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203790,06/04/2024,NOT DISCLOSED,NOT DISCLOSED,OFFENCES AGAINST THE PERSON,SEXUAL ASSAULT AND RELATED OFFENCES,Non-aggravated sexual assault,1
203791,06/04/2024,NOVAR GARDENS,5040,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
203792,06/04/2024,OAKLANDS PARK,5046,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
203793,06/04/2024,OAKLANDS PARK,5046,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203794,06/04/2024,OAKLANDS PARK,5046,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,4
203795,06/04/2024,OLD REYNELLA,5161,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,2
203796,06/04/2024,OLD REYNELLA,5161,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
203797,06/04/2024,OLD REYNELLA,5161,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
203798,06/04/2024,OLD REYNELLA,5161,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1
203799,06/04/2024,OTTOWAY,5013,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
203800,06/04/2024,PARAFIELD GARDENS,5107,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203801,06/04/2024,PARAFIELD GARDENS,5107,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
203802,06/04/2024,PARA HILLS WEST,5096,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203803,06/04/2024,PARALOWIE,5108,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
203804,06/04/2024,PARKSIDE,5063,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
203805,06/04/2024,PARKSIDE,5063,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
203806,06/04/2024,PARKSIDE,5063,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203807,06/04/2024,PARKSIDE,5063,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
203808,06/04/2024,PENNINGTON,5013,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,2
203809,06/04/2024,POORAKA,5095,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203810,06/04/2024,POORAKA,5095,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
203811,06/04/2024,POORAKA,5095,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
203812,06/04/2024,PORT ADELAIDE,5015,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203813,06/04/2024,PORT ADELAIDE,5015,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
203814,06/04/2024,PORT ADELAIDE,5015,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
203815,06/04/2024,PORT AUGUSTA,5700,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
203816,06/04/2024,PORT AUGUSTA,5700,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203817,06/04/2024,PORT AUGUSTA,5700,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
203818,06/04/2024,PORT AUGUSTA,5700,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,2
203819,06/04/2024,PORT AUGUSTA,5700,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
203820,06/04/2024,PORT AUGUSTA WEST,5700,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,4
203821,06/04/2024,PORT AUGUSTA WEST,5700,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,2
203822,06/04/2024,PORT AUGUSTA WEST,5700,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
203823,06/04/2024,PORT LINCOLN,5606,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203824,06/04/2024,PORT LINCOLN,5606,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
203825,06/04/2024,PORT LINCOLN,5606,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
203826,06/04/2024,PORT NOARLUNGA,5167,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
203827,06/04/2024,PROSPECT,5082,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,5
203828,06/04/2024,PROSPECT,5082,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
203829,06/04/2024,PROSPECT,5082,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,3
203830,06/04/2024,PROSPECT,5082,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203831,06/04/2024,PROSPECT,5082,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,3
203832,06/04/2024,RENMARK,5341,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
203833,06/04/2024,RENMARK NORTH,5341,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
203834,06/04/2024,RENMARK NORTH,5341,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
203835,06/04/2024,RIDLEYTON,5008,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
203836,06/04/2024,RISDON PARK,5540,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
203837,06/04/2024,ROSEWATER,5013,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
203838,06/04/2024,ROSEWATER,5013,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,2
203839,06/04/2024,ROSTREVOR,5073,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
203840,06/04/2024,SALISBURY,5108,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
203841,06/04/2024,SALISBURY,5108,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,2
203842,06/04/2024,SALISBURY HEIGHTS,5109,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
203843,06/04/2024,SALISBURY HEIGHTS,5109,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203844,06/04/2024,SALISBURY NORTH,5108,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
203845,06/04/2024,SALISBURY NORTH,5108,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
203846,06/04/2024,SALISBURY NORTH,5108,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
203847,06/04/2024,SEAFORD MEADOWS,5169,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2
203848,06/04/2024,SEATON,5023,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203849,06/04/2024,SEFTON PARK,5083,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
203850,06/04/2024,SELLICKS BEACH,5174,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
203851,06/04/2024,SEMAPHORE PARK,5019,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
203852,06/04/2024,SEMAPHORE PARK,5019,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
203853,06/04/2024,SEMAPHORE PARK,5019,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203854,06/04/2024,SEMAPHORE PARK,5019,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
203855,06/04/2024,SMITHFIELD,5114,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
203856,06/04/2024,SMITHFIELD PLAINS,5114,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
203857,06/04/2024,SMITHFIELD PLAINS,5114,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203858,06/04/2024,SMITHFIELD PLAINS,5114,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
203859,06/04/2024,STEPNEY,5069,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
203860,06/04/2024,ST MARYS,5042,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203861,06/04/2024,ST MARYS,5042,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
203862,06/04/2024,STRATHALBYN,5255,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
203863,06/04/2024,STRATHALBYN,5255,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,2
203864,06/04/2024,SURREY DOWNS,5126,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203865,06/04/2024,TAPEROO,5017,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
203866,06/04/2024,THORNGATE,5082,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203867,06/04/2024,TORRENSVILLE,5031,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
203868,06/04/2024,TRANMERE,5073,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
203869,06/04/2024,TRANMERE,5073,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
203870,06/04/2024,UNLEY,5061,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203871,06/04/2024,VALLEY VIEW,5093,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,3
203872,06/04/2024,VICTOR HARBOR,5211,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
203873,06/04/2024,WARRADALE,5046,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
203874,06/04/2024,WATERLOO CORNER,5110,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
203875,06/04/2024,WELLAND,5007,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
203876,06/04/2024,WELLAND,5007,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203877,06/04/2024,WELLAND,5007,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,1
203878,06/04/2024,WEST CROYDON,5008,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
203879,06/04/2024,WEST LAKES,5021,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,2
203880,06/04/2024,WEST LAKES,5021,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
203881,06/04/2024,WEST LAKES,5021,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1
203882,06/04/2024,WEST LAKES,5021,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
203883,06/04/2024,WHYALLA NORRIE,5608,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
203884,06/04/2024,WHYALLA STUART,5608,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
